episode,reward,r_acc
1500,-25786.500000,-25786.500000
1501,-35493.250000,-35493.250000
1502,-24833.500000,-24833.500000
1503,-24990.250000,-24990.250000
1504,-26910.750000,-26910.750000
1505,-27256.500000,-27256.500000
1506,-24597.250000,-24597.250000
1507,-25269.000000,-25269.000000
1508,-26324.500000,-26324.500000
1509,-26042.500000,-26042.500000
1510,-27050.750000,-27050.750000
1511,-29115.250000,-29115.250000
1512,-25712.250000,-25712.250000
1513,-38666.750000,-38666.750000
1514,-25834.500000,-25834.500000
1515,-25766.500000,-25766.500000
1516,-26059.250000,-26059.250000
1517,-24459.750000,-24459.750000
1518,-26868.500000,-26868.500000
1519,-23338.000000,-23338.000000
1520,-27595.000000,-27595.000000
1521,-25767.250000,-25767.250000
1522,-26451.750000,-26451.750000
1523,-28477.500000,-28477.500000
1524,-27189.750000,-27189.750000
1525,-26559.500000,-26559.500000
1526,-28451.500000,-28451.500000
1527,-29148.750000,-29148.750000
1528,-33811.000000,-33811.000000
1529,-25498.250000,-25498.250000
1530,-26069.250000,-26069.250000
1531,-27607.250000,-27607.250000
1532,-37299.000000,-37299.000000
1533,-25286.500000,-25286.500000
1534,-33615.500000,-33615.500000
1535,-26182.250000,-26182.250000
1536,-28397.500000,-28397.500000
1537,-24788.000000,-24788.000000
1538,-28547.250000,-28547.250000
1539,-24281.500000,-24281.500000
1540,-27609.500000,-27609.500000
1541,-35124.000000,-35124.000000
1542,-27630.750000,-27630.750000
1543,-25267.500000,-25267.500000
1544,-31210.500000,-31210.500000
1545,-27895.250000,-27895.250000
1546,-25505.750000,-25505.750000
1547,-24968.000000,-24968.000000
1548,-27510.250000,-27510.250000
1549,-26153.500000,-26153.500000
1550,-26204.000000,-26204.000000
1551,-25856.500000,-25856.500000
1552,-25613.000000,-25613.000000
1553,-25248.000000,-25248.000000
1554,-33245.250000,-33245.250000
1555,-29552.500000,-29552.500000
1556,-33839.000000,-33839.000000
1557,-25756.000000,-25756.000000
1558,-29361.500000,-29361.500000
1559,-25899.250000,-25899.250000
1560,-27773.000000,-27773.000000
1561,-27159.750000,-27159.750000
1562,-25540.250000,-25540.250000
1563,-26711.500000,-26711.500000
1564,-27034.500000,-27034.500000
1565,-35441.000000,-35441.000000
1566,-24581.500000,-24581.500000
1567,-25907.000000,-25907.000000
1568,-25315.250000,-25315.250000
1569,-25031.750000,-25031.750000
1570,-24641.000000,-24641.000000
1571,-26252.750000,-26252.750000
1572,-28166.250000,-28166.250000
1573,-26640.500000,-26640.500000
1574,-25263.500000,-25263.500000
1575,-36896.000000,-36896.000000
1576,-27666.500000,-27666.500000
1577,-25161.750000,-25161.750000
1578,-25897.000000,-25897.000000
1579,-26072.500000,-26072.500000
1580,-24698.750000,-24698.750000
1581,-24783.750000,-24783.750000
1582,-35353.000000,-35353.000000
1583,-26183.250000,-26183.250000
1584,-26870.500000,-26870.500000
1585,-34701.250000,-34701.250000
1586,-27073.000000,-27073.000000
1587,-26309.250000,-26309.250000
1588,-26411.500000,-26411.500000
1589,-25075.750000,-25075.750000
1590,-27928.250000,-27928.250000
1591,-25189.500000,-25189.500000
1592,-24232.250000,-24232.250000
1593,-24522.250000,-24522.250000
1594,-26123.250000,-26123.250000
1595,-26612.250000,-26612.250000
1596,-26384.750000,-26384.750000
1597,-27505.250000,-27505.250000
1598,-35934.500000,-35934.500000
1599,-34257.750000,-34257.750000
1600,-27860.000000,-27860.000000
1601,-25245.500000,-25245.500000
1602,-26753.250000,-26753.250000
1603,-24585.500000,-24585.500000
1604,-24713.000000,-24713.000000
1605,-28864.250000,-28864.250000
1606,-22708.750000,-22708.750000
1607,-36490.000000,-36490.000000
1608,-28876.500000,-28876.500000
1609,-29333.500000,-29333.500000
1610,-24650.750000,-24650.750000
1611,-26038.000000,-26038.000000
1612,-28483.500000,-28483.500000
1613,-25106.000000,-25106.000000
1614,-25780.750000,-25780.750000
1615,-23618.750000,-23618.750000
1616,-25545.500000,-25545.500000
1617,-25382.750000,-25382.750000
1618,-28086.250000,-28086.250000
1619,-26872.250000,-26872.250000
1620,-25831.500000,-25831.500000
1621,-25587.000000,-25587.000000
1622,-25159.500000,-25159.500000
1623,-25922.500000,-25922.500000
1624,-27334.500000,-27334.500000
1625,-24974.750000,-24974.750000
1626,-31936.250000,-31936.250000
1627,-24300.500000,-24300.500000
1628,-25350.250000,-25350.250000
1629,-27362.500000,-27362.500000
1630,-28436.750000,-28436.750000
1631,-26374.750000,-26374.750000
1632,-31945.500000,-31945.500000
1633,-34873.500000,-34873.500000
1634,-26164.000000,-26164.000000
1635,-24873.250000,-24873.250000
1636,-26431.750000,-26431.750000
1637,-25169.500000,-25169.500000
1638,-35497.750000,-35497.750000
1639,-26215.750000,-26215.750000
1640,-24572.000000,-24572.000000
1641,-23613.500000,-23613.500000
1642,-25282.250000,-25282.250000
1643,-26557.000000,-26557.000000
1644,-26580.500000,-26580.500000
1645,-33493.250000,-33493.250000
1646,-26534.750000,-26534.750000
1647,-27283.250000,-27283.250000
1648,-26915.250000,-26915.250000
1649,-23791.750000,-23791.750000
1650,-32043.750000,-32043.750000
1651,-25735.000000,-25735.000000
1652,-25106.250000,-25106.250000
1653,-24797.000000,-24797.000000
1654,-25631.750000,-25631.750000
1655,-25611.500000,-25611.500000
1656,-36110.500000,-36110.500000
1657,-29465.250000,-29465.250000
1658,-37379.250000,-37379.250000
1659,-30753.750000,-30753.750000
1660,-26008.750000,-26008.750000
1661,-35360.750000,-35360.750000
1662,-26179.750000,-26179.750000
1663,-32174.000000,-32174.000000
1664,-25840.000000,-25840.000000
1665,-34369.000000,-34369.000000
1666,-34645.500000,-34645.500000
1667,-25882.750000,-25882.750000
1668,-36305.250000,-36305.250000
1669,-27127.250000,-27127.250000
1670,-26131.250000,-26131.250000
1671,-24656.500000,-24656.500000
1672,-24307.250000,-24307.250000
1673,-24895.250000,-24895.250000
1674,-25414.000000,-25414.000000
1675,-36589.500000,-36589.500000
1676,-25392.500000,-25392.500000
1677,-25809.500000,-25809.500000
1678,-24239.500000,-24239.500000
1679,-26318.750000,-26318.750000
1680,-29058.000000,-29058.000000
1681,-25414.750000,-25414.750000
1682,-26957.000000,-26957.000000
1683,-30909.750000,-30909.750000
1684,-24137.750000,-24137.750000
1685,-26245.750000,-26245.750000
1686,-24964.750000,-24964.750000
1687,-23148.500000,-23148.500000
1688,-37883.750000,-37883.750000
1689,-25444.250000,-25444.250000
1690,-26763.500000,-26763.500000
1691,-22597.000000,-22597.000000
1692,-26383.750000,-26383.750000
1693,-26134.000000,-26134.000000
1694,-25652.250000,-25652.250000
1695,-24034.500000,-24034.500000
1696,-34461.000000,-34461.000000
1697,-33763.000000,-33763.000000
1698,-32649.250000,-32649.250000
1699,-27221.500000,-27221.500000
1700,-24368.750000,-24368.750000
1701,-27934.500000,-27934.500000
1702,-24410.250000,-24410.250000
1703,-26434.500000,-26434.500000
1704,-26838.000000,-26838.000000
1705,-26490.000000,-26490.000000
1706,-35037.750000,-35037.750000
1707,-27843.250000,-27843.250000
1708,-25404.250000,-25404.250000
1709,-27736.500000,-27736.500000
1710,-26655.500000,-26655.500000
1711,-25768.500000,-25768.500000
1712,-25514.500000,-25514.500000
1713,-29478.000000,-29478.000000
1714,-25863.500000,-25863.500000
1715,-26060.500000,-26060.500000
1716,-24711.750000,-24711.750000
1717,-27730.500000,-27730.500000
1718,-26580.000000,-26580.000000
1719,-31618.750000,-31618.750000
1720,-25893.250000,-25893.250000
1721,-24288.250000,-24288.250000
1722,-27089.500000,-27089.500000
1723,-23901.500000,-23901.500000
1724,-27158.500000,-27158.500000
1725,-26315.750000,-26315.750000
1726,-29999.750000,-29999.750000
1727,-32025.250000,-32025.250000
1728,-25066.250000,-25066.250000
1729,-34379.500000,-34379.500000
1730,-38509.250000,-38509.250000
1731,-22621.750000,-22621.750000
1732,-24618.000000,-24618.000000
1733,-34794.000000,-34794.000000
1734,-25015.250000,-25015.250000
1735,-26148.250000,-26148.250000
1736,-27235.750000,-27235.750000
1737,-27105.000000,-27105.000000
1738,-25936.000000,-25936.000000
1739,-27046.750000,-27046.750000
1740,-24839.250000,-24839.250000
1741,-30857.500000,-30857.500000
1742,-25737.750000,-25737.750000
1743,-24807.750000,-24807.750000
1744,-25968.250000,-25968.250000
1745,-24805.500000,-24805.500000
1746,-24114.500000,-24114.500000
1747,-33596.750000,-33596.750000
1748,-35144.000000,-35144.000000
1749,-23381.250000,-23381.250000
1750,-24756.000000,-24756.000000
1751,-23484.000000,-23484.000000
1752,-31974.500000,-31974.500000
1753,-23351.250000,-23351.250000
1754,-35804.250000,-35804.250000
1755,-23243.500000,-23243.500000
1756,-23346.250000,-23346.250000
1757,-23714.000000,-23714.000000
1758,-30689.750000,-30689.750000
1759,-24887.750000,-24887.750000
1760,-26032.250000,-26032.250000
1761,-28795.250000,-28795.250000
1762,-22889.750000,-22889.750000
1763,-27197.000000,-27197.000000
1764,-24768.750000,-24768.750000
1765,-34147.000000,-34147.000000
1766,-35470.500000,-35470.500000
1767,-25175.000000,-25175.000000
1768,-24952.250000,-24952.250000
1769,-25999.500000,-25999.500000
1770,-26585.250000,-26585.250000
1771,-27042.500000,-27042.500000
1772,-26242.750000,-26242.750000
1773,-25636.750000,-25636.750000
1774,-24094.000000,-24094.000000
1775,-29400.000000,-29400.000000
1776,-25637.250000,-25637.250000
1777,-36046.000000,-36046.000000
1778,-25161.500000,-25161.500000
1779,-25258.500000,-25258.500000
1780,-28126.250000,-28126.250000
1781,-25862.000000,-25862.000000
1782,-25339.250000,-25339.250000
1783,-25662.250000,-25662.250000
1784,-24213.500000,-24213.500000
1785,-24644.250000,-24644.250000
1786,-26221.500000,-26221.500000
1787,-29412.750000,-29412.750000
1788,-24579.750000,-24579.750000
1789,-26006.500000,-26006.500000
1790,-26583.000000,-26583.000000
1791,-24395.000000,-24395.000000
1792,-24519.750000,-24519.750000
1793,-26976.500000,-26976.500000
1794,-32048.750000,-32048.750000
1795,-25200.750000,-25200.750000
1796,-25457.750000,-25457.750000
1797,-24106.750000,-24106.750000
1798,-25121.000000,-25121.000000
1799,-35764.750000,-35764.750000
1800,-33728.000000,-33728.000000
1801,-26974.750000,-26974.750000
1802,-33730.750000,-33730.750000
1803,-33775.750000,-33775.750000
1804,-24383.500000,-24383.500000
1805,-30235.000000,-30235.000000
1806,-36793.750000,-36793.750000
1807,-25781.500000,-25781.500000
1808,-23637.000000,-23637.000000
1809,-27825.000000,-27825.000000
1810,-28069.750000,-28069.750000
1811,-25009.750000,-25009.750000
1812,-26820.750000,-26820.750000
1813,-26454.250000,-26454.250000
1814,-24204.000000,-24204.000000
1815,-35313.250000,-35313.250000
1816,-25541.500000,-25541.500000
1817,-35834.250000,-35834.250000
1818,-25745.000000,-25745.000000
1819,-31886.500000,-31886.500000
1820,-27481.750000,-27481.750000
1821,-35170.000000,-35170.000000
1822,-23986.750000,-23986.750000
1823,-23869.500000,-23869.500000
1824,-27413.000000,-27413.000000
1825,-24610.500000,-24610.500000
1826,-33033.000000,-33033.000000
1827,-23334.750000,-23334.750000
1828,-24569.500000,-24569.500000
1829,-24740.750000,-24740.750000
1830,-24398.250000,-24398.250000
1831,-23599.750000,-23599.750000
1832,-24854.750000,-24854.750000
1833,-24501.000000,-24501.000000
1834,-27272.500000,-27272.500000
1835,-23017.000000,-23017.000000
1836,-34927.250000,-34927.250000
1837,-25131.500000,-25131.500000
1838,-22929.250000,-22929.250000
1839,-25411.750000,-25411.750000
1840,-27556.500000,-27556.500000
1841,-24256.000000,-24256.000000
1842,-24610.250000,-24610.250000
1843,-25901.750000,-25901.750000
1844,-25666.750000,-25666.750000
1845,-23659.750000,-23659.750000
1846,-36085.750000,-36085.750000
1847,-25605.250000,-25605.250000
1848,-24382.250000,-24382.250000
1849,-24796.750000,-24796.750000
1850,-25095.250000,-25095.250000
1851,-22291.250000,-22291.250000
1852,-23916.000000,-23916.000000
1853,-33029.250000,-33029.250000
1854,-28994.500000,-28994.500000
1855,-25014.250000,-25014.250000
1856,-25920.000000,-25920.000000
1857,-33768.750000,-33768.750000
1858,-24596.000000,-24596.000000
1859,-25436.500000,-25436.500000
1860,-30190.000000,-30190.000000
1861,-29835.250000,-29835.250000
1862,-29824.000000,-29824.000000
1863,-25103.500000,-25103.500000
1864,-35166.250000,-35166.250000
1865,-26265.250000,-26265.250000
1866,-23893.000000,-23893.000000
1867,-24869.000000,-24869.000000
1868,-26083.500000,-26083.500000
1869,-28155.250000,-28155.250000
1870,-23503.500000,-23503.500000
1871,-25817.000000,-25817.000000
1872,-27780.750000,-27780.750000
1873,-36209.750000,-36209.750000
1874,-23856.500000,-23856.500000
1875,-25464.250000,-25464.250000
1876,-24818.000000,-24818.000000
1877,-25910.000000,-25910.000000
1878,-30877.750000,-30877.750000
1879,-22988.250000,-22988.250000
1880,-26212.000000,-26212.000000
1881,-26380.250000,-26380.250000
1882,-25807.250000,-25807.250000
1883,-23433.250000,-23433.250000
1884,-30219.250000,-30219.250000
1885,-25171.000000,-25171.000000
1886,-25358.000000,-25358.000000
1887,-24073.750000,-24073.750000
1888,-26557.500000,-26557.500000
1889,-27868.000000,-27868.000000
1890,-29344.250000,-29344.250000
1891,-25476.250000,-25476.250000
1892,-24061.250000,-24061.250000
1893,-25393.000000,-25393.000000
1894,-25533.750000,-25533.750000
1895,-32960.000000,-32960.000000
1896,-24001.500000,-24001.500000
1897,-25135.750000,-25135.750000
1898,-36496.500000,-36496.500000
1899,-24661.750000,-24661.750000
1900,-24033.500000,-24033.500000
1901,-24355.000000,-24355.000000
1902,-23176.500000,-23176.500000
1903,-24381.750000,-24381.750000
1904,-25249.000000,-25249.000000
1905,-23614.250000,-23614.250000
1906,-27708.500000,-27708.500000
1907,-29893.500000,-29893.500000
1908,-29210.000000,-29210.000000
1909,-24520.250000,-24520.250000
1910,-26250.500000,-26250.500000
1911,-28942.500000,-28942.500000
1912,-33466.750000,-33466.750000
1913,-30699.250000,-30699.250000
1914,-25561.500000,-25561.500000
1915,-24908.750000,-24908.750000
1916,-30106.500000,-30106.500000
1917,-24066.000000,-24066.000000
1918,-25062.000000,-25062.000000
1919,-24071.250000,-24071.250000
1920,-25517.250000,-25517.250000
1921,-28629.750000,-28629.750000
1922,-37499.000000,-37499.000000
1923,-24077.000000,-24077.000000
1924,-25451.500000,-25451.500000
1925,-23271.000000,-23271.000000
1926,-35425.000000,-35425.000000
1927,-24413.500000,-24413.500000
1928,-24233.750000,-24233.750000
1929,-26420.750000,-26420.750000
1930,-27505.250000,-27505.250000
1931,-36212.250000,-36212.250000
1932,-25184.000000,-25184.000000
1933,-26558.250000,-26558.250000
1934,-25327.250000,-25327.250000
1935,-25965.250000,-25965.250000
1936,-23235.000000,-23235.000000
1937,-24903.250000,-24903.250000
1938,-23385.000000,-23385.000000
1939,-24021.000000,-24021.000000
1940,-26455.250000,-26455.250000
1941,-25502.000000,-25502.000000
1942,-22562.250000,-22562.250000
1943,-30977.250000,-30977.250000
1944,-25954.000000,-25954.000000
1945,-26254.500000,-26254.500000
1946,-25854.500000,-25854.500000
1947,-24975.000000,-24975.000000
1948,-28930.000000,-28930.000000
1949,-23863.500000,-23863.500000
1950,-28538.250000,-28538.250000
1951,-23917.000000,-23917.000000
1952,-23367.750000,-23367.750000
1953,-33105.750000,-33105.750000
1954,-27579.000000,-27579.000000
1955,-31150.000000,-31150.000000
1956,-28056.250000,-28056.250000
1957,-23155.250000,-23155.250000
1958,-23528.750000,-23528.750000
1959,-22127.500000,-22127.500000
1960,-34451.250000,-34451.250000
1961,-28954.000000,-28954.000000
1962,-23198.000000,-23198.000000
1963,-26626.500000,-26626.500000
1964,-23016.250000,-23016.250000
1965,-25602.000000,-25602.000000
1966,-24229.750000,-24229.750000
1967,-23586.000000,-23586.000000
1968,-22794.250000,-22794.250000
1969,-24531.000000,-24531.000000
1970,-24484.250000,-24484.250000
1971,-23759.000000,-23759.000000
1972,-24823.500000,-24823.500000
1973,-23353.250000,-23353.250000
1974,-35117.750000,-35117.750000
1975,-25399.500000,-25399.500000
1976,-22799.000000,-22799.000000
1977,-24839.750000,-24839.750000
1978,-36231.000000,-36231.000000
1979,-26531.250000,-26531.250000
1980,-30414.250000,-30414.250000
1981,-23176.750000,-23176.750000
1982,-23172.500000,-23172.500000
1983,-25133.500000,-25133.500000
1984,-23049.000000,-23049.000000
1985,-25458.000000,-25458.000000
1986,-21783.250000,-21783.250000
1987,-25411.500000,-25411.500000
1988,-26749.750000,-26749.750000
1989,-24385.750000,-24385.750000
1990,-24151.000000,-24151.000000
1991,-23784.500000,-23784.500000
1992,-32156.250000,-32156.250000
1993,-23271.250000,-23271.250000
1994,-23530.250000,-23530.250000
1995,-24418.000000,-24418.000000
1996,-23913.500000,-23913.500000
1997,-22951.000000,-22951.000000
1998,-24491.000000,-24491.000000
1999,-26083.500000,-26083.500000
2000,-31846.000000,-31846.000000
2001,-30348.250000,-30348.250000
2002,-26176.750000,-26176.750000
2003,-24006.750000,-24006.750000
2004,-23606.750000,-23606.750000
2005,-30601.000000,-30601.000000
2006,-24775.000000,-24775.000000
2007,-21659.250000,-21659.250000
2008,-25010.250000,-25010.250000
2009,-22974.250000,-22974.250000
2010,-34273.500000,-34273.500000
2011,-22951.250000,-22951.250000
2012,-24883.500000,-24883.500000
2013,-23877.500000,-23877.500000
2014,-22057.000000,-22057.000000
2015,-23239.750000,-23239.750000
2016,-32721.750000,-32721.750000
2017,-24401.750000,-24401.750000
2018,-27381.250000,-27381.250000
2019,-26762.000000,-26762.000000
2020,-23423.500000,-23423.500000
2021,-24307.750000,-24307.750000
2022,-25669.000000,-25669.000000
2023,-25259.000000,-25259.000000
2024,-32599.500000,-32599.500000
2025,-26192.250000,-26192.250000
2026,-33573.000000,-33573.000000
2027,-24549.000000,-24549.000000
2028,-23408.250000,-23408.250000
2029,-26639.750000,-26639.750000
2030,-25577.000000,-25577.000000
2031,-23983.500000,-23983.500000
2032,-23260.750000,-23260.750000
2033,-26756.000000,-26756.000000
2034,-22830.750000,-22830.750000
2035,-29002.500000,-29002.500000
2036,-23747.250000,-23747.250000
2037,-33696.250000,-33696.250000
2038,-25398.000000,-25398.000000
2039,-24680.500000,-24680.500000
2040,-22939.500000,-22939.500000
2041,-35260.750000,-35260.750000
2042,-24628.500000,-24628.500000
2043,-26230.250000,-26230.250000
2044,-26282.000000,-26282.000000
2045,-22997.750000,-22997.750000
2046,-24269.750000,-24269.750000
2047,-21549.000000,-21549.000000
2048,-23280.250000,-23280.250000
2049,-24016.250000,-24016.250000
2050,-25582.250000,-25582.250000
2051,-23506.500000,-23506.500000
2052,-26431.000000,-26431.000000
2053,-24284.750000,-24284.750000
2054,-24766.000000,-24766.000000
2055,-23572.000000,-23572.000000
2056,-34126.500000,-34126.500000
2057,-22849.250000,-22849.250000
2058,-23163.000000,-23163.000000
2059,-34707.500000,-34707.500000
2060,-22563.750000,-22563.750000
2061,-34753.750000,-34753.750000
2062,-24029.000000,-24029.000000
2063,-28775.500000,-28775.500000
2064,-22016.000000,-22016.000000
2065,-24535.500000,-24535.500000
2066,-26010.250000,-26010.250000
2067,-26296.500000,-26296.500000
2068,-36651.250000,-36651.250000
2069,-26612.250000,-26612.250000
2070,-22776.750000,-22776.750000
2071,-28920.250000,-28920.250000
2072,-23670.500000,-23670.500000
2073,-34501.250000,-34501.250000
2074,-29015.000000,-29015.000000
2075,-22794.500000,-22794.500000
2076,-30030.250000,-30030.250000
2077,-27236.750000,-27236.750000
2078,-27887.750000,-27887.750000
2079,-25722.250000,-25722.250000
2080,-21139.250000,-21139.250000
2081,-23910.500000,-23910.500000
2082,-31788.500000,-31788.500000
2083,-26486.000000,-26486.000000
2084,-23136.750000,-23136.750000
2085,-23531.750000,-23531.750000
2086,-23619.000000,-23619.000000
2087,-23888.500000,-23888.500000
2088,-23953.500000,-23953.500000
2089,-36408.500000,-36408.500000
2090,-26342.250000,-26342.250000
2091,-22943.750000,-22943.750000
2092,-24520.500000,-24520.500000
2093,-27574.500000,-27574.500000
2094,-24498.000000,-24498.000000
2095,-28745.250000,-28745.250000
2096,-26518.750000,-26518.750000
2097,-32456.000000,-32456.000000
2098,-24717.000000,-24717.000000
2099,-27951.500000,-27951.500000
2100,-23048.250000,-23048.250000
2101,-29027.000000,-29027.000000
2102,-22963.500000,-22963.500000
2103,-26922.750000,-26922.750000
2104,-23894.250000,-23894.250000
2105,-26412.250000,-26412.250000
2106,-24082.750000,-24082.750000
2107,-24303.500000,-24303.500000
2108,-23485.000000,-23485.000000
2109,-21851.500000,-21851.500000
2110,-23409.750000,-23409.750000
2111,-23809.750000,-23809.750000
2112,-23762.000000,-23762.000000
2113,-22385.000000,-22385.000000
2114,-24647.500000,-24647.500000
2115,-21760.250000,-21760.250000
2116,-23886.500000,-23886.500000
2117,-23602.500000,-23602.500000
2118,-22529.500000,-22529.500000
2119,-25339.250000,-25339.250000
2120,-22927.750000,-22927.750000
2121,-25803.000000,-25803.000000
2122,-25490.750000,-25490.750000
2123,-24867.000000,-24867.000000
2124,-24026.000000,-24026.000000
2125,-25081.500000,-25081.500000
2126,-27376.750000,-27376.750000
2127,-23689.250000,-23689.250000
2128,-23641.000000,-23641.000000
2129,-24473.000000,-24473.000000
2130,-35180.000000,-35180.000000
2131,-30404.750000,-30404.750000
2132,-26220.000000,-26220.000000
2133,-24052.500000,-24052.500000
2134,-22711.000000,-22711.000000
2135,-22589.750000,-22589.750000
2136,-24957.750000,-24957.750000
2137,-24963.250000,-24963.250000
2138,-24665.750000,-24665.750000
2139,-27794.750000,-27794.750000
2140,-23147.500000,-23147.500000
2141,-23124.750000,-23124.750000
2142,-24899.750000,-24899.750000
2143,-24136.000000,-24136.000000
2144,-24218.250000,-24218.250000
2145,-23609.000000,-23609.000000
2146,-24512.750000,-24512.750000
2147,-22122.500000,-22122.500000
2148,-28485.250000,-28485.250000
2149,-22158.750000,-22158.750000
2150,-34818.500000,-34818.500000
2151,-23984.250000,-23984.250000
2152,-24233.000000,-24233.000000
2153,-35363.750000,-35363.750000
2154,-23644.000000,-23644.000000
2155,-25339.500000,-25339.500000
2156,-23486.250000,-23486.250000
2157,-23184.250000,-23184.250000
2158,-26186.250000,-26186.250000
2159,-23980.000000,-23980.000000
2160,-25093.750000,-25093.750000
2161,-24062.750000,-24062.750000
2162,-25619.500000,-25619.500000
2163,-22838.750000,-22838.750000
2164,-33759.250000,-33759.250000
2165,-23634.250000,-23634.250000
2166,-23388.500000,-23388.500000
2167,-23847.750000,-23847.750000
2168,-25751.750000,-25751.750000
2169,-34466.250000,-34466.250000
2170,-24176.750000,-24176.750000
2171,-22773.250000,-22773.250000
2172,-23355.250000,-23355.250000
2173,-24105.500000,-24105.500000
2174,-35746.250000,-35746.250000
2175,-23964.500000,-23964.500000
2176,-23117.750000,-23117.750000
2177,-23068.000000,-23068.000000
2178,-23503.750000,-23503.750000
2179,-24305.250000,-24305.250000
2180,-21358.000000,-21358.000000
2181,-24848.750000,-24848.750000
2182,-26519.250000,-26519.250000
2183,-21976.750000,-21976.750000
2184,-22552.750000,-22552.750000
2185,-22950.500000,-22950.500000
2186,-22348.500000,-22348.500000
2187,-24119.500000,-24119.500000
2188,-23381.500000,-23381.500000
2189,-28322.500000,-28322.500000
2190,-30112.750000,-30112.750000
2191,-22616.750000,-22616.750000
2192,-31528.500000,-31528.500000
2193,-24723.750000,-24723.750000
2194,-25007.500000,-25007.500000
2195,-24552.250000,-24552.250000
2196,-27121.000000,-27121.000000
2197,-25131.500000,-25131.500000
2198,-32158.250000,-32158.250000
2199,-25929.000000,-25929.000000
2200,-22824.250000,-22824.250000
2201,-23376.750000,-23376.750000
2202,-22927.250000,-22927.250000
2203,-25164.250000,-25164.250000
2204,-28570.250000,-28570.250000
2205,-25093.250000,-25093.250000
2206,-21328.250000,-21328.250000
2207,-34594.750000,-34594.750000
2208,-27773.750000,-27773.750000
2209,-23278.250000,-23278.250000
2210,-22209.750000,-22209.750000
2211,-22785.000000,-22785.000000
2212,-30716.750000,-30716.750000
2213,-26494.000000,-26494.000000
2214,-25522.250000,-25522.250000
2215,-25624.000000,-25624.000000
2216,-35933.500000,-35933.500000
2217,-22167.250000,-22167.250000
2218,-22844.500000,-22844.500000
2219,-26087.250000,-26087.250000
2220,-24021.750000,-24021.750000
2221,-26484.000000,-26484.000000
2222,-24137.500000,-24137.500000
2223,-24268.750000,-24268.750000
2224,-26724.000000,-26724.000000
2225,-31399.250000,-31399.250000
2226,-22448.500000,-22448.500000
2227,-29508.250000,-29508.250000
2228,-22519.750000,-22519.750000
2229,-23361.750000,-23361.750000
2230,-23747.000000,-23747.000000
2231,-25324.500000,-25324.500000
2232,-26927.000000,-26927.000000
2233,-24119.000000,-24119.000000
2234,-32031.500000,-32031.500000
2235,-23536.750000,-23536.750000
2236,-22180.750000,-22180.750000
2237,-25749.250000,-25749.250000
2238,-25233.250000,-25233.250000
2239,-22177.750000,-22177.750000
2240,-22904.000000,-22904.000000
2241,-30871.500000,-30871.500000
2242,-24013.000000,-24013.000000
2243,-29782.250000,-29782.250000
2244,-26520.500000,-26520.500000
2245,-25138.000000,-25138.000000
2246,-23606.750000,-23606.750000
2247,-24778.750000,-24778.750000
2248,-22023.250000,-22023.250000
2249,-21449.000000,-21449.000000
2250,-23618.750000,-23618.750000
2251,-20868.500000,-20868.500000
2252,-21819.750000,-21819.750000
2253,-22056.000000,-22056.000000
2254,-24961.000000,-24961.000000
2255,-22508.750000,-22508.750000
2256,-22353.750000,-22353.750000
2257,-24168.000000,-24168.000000
2258,-23698.000000,-23698.000000
2259,-24767.500000,-24767.500000
2260,-26455.750000,-26455.750000
2261,-26145.000000,-26145.000000
2262,-23620.250000,-23620.250000
2263,-21281.000000,-21281.000000
2264,-23943.000000,-23943.000000
2265,-22297.000000,-22297.000000
2266,-24021.000000,-24021.000000
2267,-26201.500000,-26201.500000
2268,-23521.750000,-23521.750000
2269,-22618.000000,-22618.000000
2270,-24001.000000,-24001.000000
2271,-30020.500000,-30020.500000
2272,-23521.000000,-23521.000000
2273,-24546.750000,-24546.750000
2274,-22055.250000,-22055.250000
2275,-23321.250000,-23321.250000
2276,-22502.250000,-22502.250000
2277,-23195.500000,-23195.500000
2278,-23033.250000,-23033.250000
2279,-31981.500000,-31981.500000
2280,-21720.500000,-21720.500000
2281,-22173.000000,-22173.000000
2282,-23854.000000,-23854.000000
2283,-22883.250000,-22883.250000
2284,-20775.500000,-20775.500000
2285,-25928.500000,-25928.500000
2286,-22338.250000,-22338.250000
2287,-23920.750000,-23920.750000
2288,-21896.750000,-21896.750000
2289,-24786.250000,-24786.250000
2290,-20590.500000,-20590.500000
2291,-26966.500000,-26966.500000
2292,-22018.250000,-22018.250000
2293,-23650.500000,-23650.500000
2294,-21380.250000,-21380.250000
2295,-28196.000000,-28196.000000
2296,-21056.500000,-21056.500000
2297,-23894.000000,-23894.000000
2298,-23348.250000,-23348.250000
2299,-28508.250000,-28508.250000
2300,-22542.250000,-22542.250000
2301,-23015.500000,-23015.500000
2302,-22307.750000,-22307.750000
2303,-22292.250000,-22292.250000
2304,-21069.750000,-21069.750000
2305,-23671.250000,-23671.250000
2306,-22500.000000,-22500.000000
2307,-22128.750000,-22128.750000
2308,-23056.250000,-23056.250000
2309,-26558.750000,-26558.750000
2310,-33468.250000,-33468.250000
2311,-24038.250000,-24038.250000
2312,-24224.250000,-24224.250000
2313,-30227.750000,-30227.750000
2314,-33427.000000,-33427.000000
2315,-22523.750000,-22523.750000
2316,-24181.250000,-24181.250000
2317,-24847.500000,-24847.500000
2318,-21776.750000,-21776.750000
2319,-25089.750000,-25089.750000
2320,-22324.750000,-22324.750000
2321,-23876.000000,-23876.000000
